id;transaction_date;quantity_sold;start_of_day;waste;waste_percentage;sales_outlet_id;product_id
1876;07.12.2019;8;18;10;44;3345;945
1877;07.02.2020;89;115;26;77;4018;1394
1878;16.11.2019;49;87;38;56;3227;4025
1879;19.02.2020;31;34;3;91;2820;2535
1880;06.11.2019;67;73;6;91;4827;3244
1881;17.05.2019;51;55;4;92;2644;1031
1882;12.02.2020;53;80;27;66;3641;3861
1883;07.08.2019;78;93;15;83;1133;551
1884;01.08.2019;18;48;30;37;4036;257
1885;07.07.2019;86;124;38;69;1223;3091
1886;21.02.2020;19;43;24;44;2234;1871
1887;12.06.2019;31;59;28;52;2727;4607
1888;19.05.2019;71;99;28;71;4484;191
1889;16.10.2019;60;96;36;62;2300;2535
1890;20.01.2020;90;113;23;79;1383;2622
1891;06.12.2019;10;35;25;28;2401;750
1892;16.09.2019;79;99;20;79;2861;403
1893;13.08.2019;32;51;19;62;4968;771
1894;19.05.2019;43;52;9;82;461;3815
1895;13.10.2019;1;34;33;2;2828;813
1896;18.09.2019;60;61;1;98;3323;3900
1897;08.03.2020;48;65;17;73;54;1346
1898;10.11.2019;8;35;27;22;3488;3591
1899;31.12.2019;2;34;32;5;3113;830
1900;03.08.2019;43;74;31;58;4400;1605
1901;07.03.2020;3;15;12;20;99;3644
1902;11.05.2019;62;70;8;88;2559;3550
1903;18.06.2019;11;20;9;55;1554;3639
1904;20.04.2019;28;35;7;80;2322;1606
1905;05.11.2019;26;40;14;65;2387;3135
1906;01.06.2019;94;105;11;89;1942;4595
1907;15.10.2019;75;77;2;97;4539;828
1908;03.05.2019;5;9;4;55;4516;3462
1909;23.05.2019;78;109;31;71;3541;1120
1910;21.02.2020;57;78;21;73;2852;4825
1911;30.12.2019;76;104;28;73;4854;1147
1912;30.11.2019;26;66;40;39;2750;1475
1913;29.07.2019;93;132;39;70;2480;4443
1914;19.10.2019;13;36;23;36;2846;1846
1915;14.09.2019;97;109;12;88;3748;4156
1916;16.12.2019;14;25;11;56;3433;1679
1917;09.03.2020;45;83;38;54;140;3389
1918;24.08.2019;24;43;19;55;495;4744
1919;09.12.2019;43;71;28;60;1477;1394
1920;28.06.2019;17;22;5;77;1000;4050
1921;27.10.2019;37;60;23;61;1116;28
1922;06.12.2019;91;96;5;94;2495;898
1923;24.09.2019;23;25;2;92;2629;3098
1924;04.05.2019;12;28;16;42;1001;2680
1925;03.09.2019;98;103;5;95;580;1935
1926;19.02.2020;75;106;31;70;1682;2589
1927;04.02.2020;19;35;16;54;4421;1107
1928;08.04.2019;29;52;23;55;1084;3341
1929;03.11.2019;31;56;25;55;3111;1885
1930;05.01.2020;17;18;1;94;1020;976
1931;08.09.2019;51;68;17;75;4460;2707
1932;20.12.2019;79;103;24;76;4191;2932
1933;16.09.2019;30;46;16;65;183;3283
1934;04.12.2019;70;86;16;81;4365;4403
1935;25.05.2019;66;75;9;88;2006;3927
1936;13.04.2019;51;52;1;98;274;693
1937;31.07.2019;36;57;21;63;2324;2360
1938;25.09.2019;26;28;2;92;4017;4694
1939;15.01.2020;26;27;1;96;310;4449
1940;23.08.2019;20;39;19;51;1540;861
1941;15.02.2020;83;117;34;70;3721;3028
1942;08.11.2019;29;61;32;47;3269;1034
1943;11.02.2020;95;135;40;70;4873;3672
1944;08.04.2019;20;28;8;71;1528;2858
1945;03.04.2019;42;67;25;62;4965;1174
1946;25.07.2019;16;46;30;34;4819;336
1947;07.10.2019;84;114;30;73;3905;2388
1948;02.05.2019;98;122;24;80;1172;254
1949;16.03.2020;86;104;18;82;1312;4807
1950;22.04.2019;21;55;34;38;497;4005
1951;20.10.2019;77;78;1;98;1781;549
1952;22.03.2020;91;130;39;70;1714;3969
1953;12.06.2019;58;80;22;72;590;4458
1954;28.09.2019;30;39;9;76;2153;3840
1955;12.12.2019;37;66;29;56;2423;1618
1956;12.05.2019;74;91;17;81;2213;1208
1957;04.04.2019;84;90;6;93;4505;2291
1958;14.02.2020;17;30;13;56;3251;145
1959;22.11.2019;27;48;21;56;1506;3861
1960;29.07.2019;60;81;21;74;1052;1525
1961;19.08.2019;87;90;3;96;4504;715
1962;15.04.2019;49;60;11;81;2382;1375
1963;04.01.2020;7;8;1;87;4913;1297
1964;01.02.2020;60;67;7;89;4080;1875
1965;20.11.2019;31;60;29;51;4370;3429
1966;21.12.2019;45;53;8;84;4179;477
1967;27.03.2020;61;82;21;74;4096;1692
1968;13.07.2019;91;127;36;71;3783;31
1969;15.01.2020;40;79;39;50;4334;4307
1970;30.09.2019;1;36;35;2;1445;4339
1971;28.09.2019;52;81;29;64;2447;3805
1972;11.02.2020;16;54;38;29;4271;1659
1973;15.06.2019;72;100;28;72;3274;1251
1974;04.05.2019;65;105;40;61;2168;839
1975;19.09.2019;22;38;16;57;1373;2762
1976;25.04.2019;96;100;4;96;746;1970
1977;07.06.2019;69;85;16;81;2242;449
1978;29.11.2019;63;102;39;61;3393;1533
1979;24.10.2019;71;100;29;71;1035;4759
1980;13.07.2019;33;48;15;68;2156;569
1981;09.06.2019;23;27;4;85;3522;3935
1982;12.01.2020;52;76;24;68;1444;2261
1983;27.06.2019;84;117;33;71;4936;1588
1984;06.10.2019;51;69;18;73;3790;2799
1985;12.01.2020;85;110;25;77;3087;4424
1986;04.02.2020;21;48;27;43;3683;1228
1987;06.04.2019;11;48;37;22;152;3778
1988;29.12.2019;45;54;9;83;157;1667
1989;06.01.2020;95;116;21;81;681;3095
1990;20.10.2019;66;73;7;90;617;4796
1991;20.10.2019;34;50;16;68;2861;1230
1992;21.12.2019;68;100;32;68;2356;561
1993;08.01.2020;38;59;21;64;275;4405
1994;09.08.2019;65;68;3;95;2860;821
1995;03.10.2019;12;40;28;30;2549;3625
1996;02.10.2019;82;101;19;81;338;769
1997;10.05.2019;92;96;4;95;3721;1363
1998;04.06.2019;30;70;40;42;743;463
1999;14.03.2020;88;109;21;80;1853;1119
2000;29.06.2019;83;86;3;96;2143;503
2001;25.10.2019;98;105;7;93;702;407
2002;26.09.2019;72;84;12;85;402;3719
2003;29.04.2019;4;11;7;36;1321;386
2004;23.05.2019;20;58;38;34;2657;2629
2005;21.04.2019;84;103;19;81;4342;3698
2006;14.01.2020;9;26;17;34;2566;1974
2007;02.09.2019;30;61;31;49;1680;1779
2008;02.06.2019;68;91;23;74;3244;4218
2009;30.07.2019;46;62;16;74;2485;1965
2010;20.09.2019;17;50;33;34;1711;2808
2011;18.12.2019;17;33;16;51;539;2322
2012;07.07.2019;19;26;7;73;2116;4969
2013;21.02.2020;79;105;26;75;4990;1784
2014;26.11.2019;2;28;26;7;3548;1731
2015;27.06.2019;60;66;6;90;1848;240
2016;15.07.2019;79;118;39;66;1780;2610
2017;16.08.2019;92;104;12;88;258;2741
2018;04.08.2019;46;62;16;74;4916;3928
2019;23.09.2019;30;32;2;93;4554;244
2020;30.01.2020;24;47;23;51;1411;4469
2021;18.10.2019;61;91;30;67;3774;4356
2022;19.11.2019;57;83;26;68;84;3174
2023;20.03.2020;31;67;36;46;2232;84
2024;22.09.2019;75;95;20;78;4377;1542
2025;09.04.2019;61;88;27;69;3760;3394
2026;03.10.2019;1;20;19;5;3665;2750
2027;06.01.2020;34;72;38;47;1397;1760
2028;16.02.2020;15;47;32;31;2299;17
2029;17.04.2019;25;38;13;65;2199;4876
2030;21.03.2020;52;64;12;81;4741;2229
2031;04.08.2019;33;57;24;57;2918;2129
2032;06.11.2019;68;94;26;72;2126;1045
2033;21.12.2019;79;107;28;73;4765;4700
2034;07.02.2020;7;34;27;20;4610;4255
2035;13.09.2019;69;101;32;68;3953;424
2036;12.01.2020;47;71;24;66;2216;825
2037;01.10.2019;85;124;39;68;4885;1108
2038;03.02.2020;92;106;14;86;1861;1576
2039;27.03.2020;28;40;12;70;2507;471
2040;23.07.2019;73;95;22;76;3734;2597
2041;13.01.2020;43;51;8;84;2312;783
2042;22.12.2019;32;49;17;65;3124;4635
2043;18.11.2019;31;46;15;67;472;602
2044;14.07.2019;71;79;8;89;2924;2548
2045;29.05.2019;30;50;20;60;1934;838
2046;10.06.2019;97;101;4;96;4203;3646
2047;19.09.2019;38;47;9;80;110;1108
2048;03.05.2019;70;109;39;64;1356;3413
2049;07.09.2019;32;59;27;54;2934;3092
2050;26.02.2020;68;80;12;85;4668;772
2051;21.11.2019;40;47;7;85;2364;1503
2052;26.01.2020;99;126;27;78;549;2468
2053;20.01.2020;51;74;23;68;4488;3154
2054;28.11.2019;66;70;4;94;2180;511
2055;21.12.2019;76;86;10;88;1917;2064
2056;02.09.2019;43;60;17;71;1649;3207
2057;12.09.2019;64;75;11;85;3224;1076
2058;21.05.2019;12;50;38;24;334;3509
2059;27.08.2019;76;96;20;79;4001;1527
2060;01.03.2020;20;34;14;58;2173;1480
2061;07.05.2019;83;88;5;94;1291;2468
2062;07.09.2019;75;98;23;76;4619;1004
2063;20.10.2019;26;38;12;68;2038;925
2064;11.06.2019;66;72;6;91;203;4803
2065;26.09.2019;28;50;22;56;22;4908
2066;10.06.2019;3;23;20;13;1639;3781
2067;25.01.2020;61;94;33;64;4649;3916
2068;01.04.2019;63;84;21;75;95;327
2069;31.05.2019;68;106;38;64;3601;2420
2070;22.02.2020;55;95;40;57;2113;3394
2071;20.09.2019;47;50;3;94;1706;287
2072;25.08.2019;28;68;40;41;4716;669
2073;17.08.2019;99;104;5;95;713;1384
2074;13.07.2019;22;50;28;44;3283;4766
2075;29.01.2020;44;56;12;78;3219;1304
2076;09.07.2019;99;128;29;77;716;4289
2077;17.05.2019;99;137;38;72;3182;3504
2078;08.01.2020;81;116;35;69;214;3153
2079;10.02.2020;29;33;4;87;4031;1520
2080;22.06.2019;23;44;21;52;2921;553
2081;06.06.2019;52;67;15;77;2015;4943
2082;09.05.2019;13;17;4;76;2811;4564
2083;17.03.2020;21;44;23;47;879;224
2084;05.07.2019;45;59;14;76;486;1729
2085;11.09.2019;33;34;1;97;4705;1197
2086;08.05.2019;14;52;38;26;310;3346
2087;14.04.2019;17;37;20;45;3949;253
2088;08.05.2019;81;101;20;80;525;800
2089;05.08.2019;65;83;18;78;1209;3188
2090;04.01.2020;30;69;39;43;3816;4
2091;22.04.2019;29;40;11;72;3634;820
2092;03.03.2020;36;39;3;92;911;4941
2093;10.03.2020;7;31;24;22;2607;4644
2094;17.05.2019;45;59;14;76;905;433
2095;20.09.2019;35;43;8;81;909;448
2096;14.05.2019;99;134;35;73;4880;4724
2097;30.03.2019;78;105;27;74;231;146
2098;12.07.2019;89;104;15;85;4857;3704
2099;11.07.2019;92;105;13;87;4176;4011
2100;27.03.2020;8;32;24;25;3001;4133
2101;04.01.2020;47;81;34;58;266;4537
2102;22.12.2019;71;72;1;98;2618;466
2103;21.07.2019;55;85;30;64;826;1312
2104;03.06.2019;57;72;15;79;385;4811
2105;05.10.2019;67;98;31;68;143;1430
2106;02.01.2020;61;86;25;70;3967;1488
2107;19.09.2019;81;82;1;98;1128;743
2108;07.07.2019;63;88;25;71;2839;2514
2109;28.01.2020;47;84;37;55;3302;1755
2110;04.05.2019;48;71;23;67;3098;1811
2111;14.07.2019;54;69;15;78;4362;1492
2112;05.04.2019;47;60;13;78;2143;1578
2113;06.09.2019;83;92;9;90;1233;1350
2114;30.08.2019;85;103;18;82;478;1983
2115;12.12.2019;3;13;10;23;1820;2438
2116;01.12.2019;55;79;24;69;1326;803
2117;13.08.2019;62;89;27;69;3844;2846
2118;04.04.2019;30;35;5;85;738;755
2119;03.02.2020;21;58;37;36;4123;1220
2120;27.04.2019;57;73;16;78;4967;3453
2121;06.11.2019;12;16;4;75;255;3696
2122;13.08.2019;48;80;32;60;894;958
2123;08.06.2019;45;65;20;69;2451;1099
2124;23.08.2019;65;102;37;63;270;3118
2125;21.08.2019;2;12;10;16;3166;14
2126;26.12.2019;16;26;10;61;4493;2634
2127;03.04.2019;50;66;16;75;2525;480
2128;30.10.2019;6;15;9;40;491;2297
2129;24.07.2019;27;62;35;43;409;2076
2130;20.03.2020;61;80;19;76;2260;3061
2131;30.12.2019;77;105;28;73;4916;71
2132;06.11.2019;64;74;10;86;1689;1800
2133;19.03.2020;43;79;36;54;2710;2040
2134;18.10.2019;68;96;28;70;3641;2853
2135;07.02.2020;67;74;7;90;4976;698
2136;25.09.2019;62;96;34;64;467;1148
2137;22.01.2020;79;81;2;97;2338;3703
2138;16.08.2019;26;41;15;63;946;312
2139;28.05.2019;76;93;17;81;1536;3236
2140;21.05.2019;49;61;12;80;2816;338
2141;03.01.2020;32;68;36;47;1779;3586
2142;11.06.2019;91;104;13;87;3401;4255
2143;05.12.2019;69;99;30;69;4723;1329
2144;27.09.2019;71;104;33;68;696;2197
2145;04.11.2019;77;85;8;90;182;978
2146;11.04.2019;8;14;6;57;1724;1216
2147;14.08.2019;82;104;22;78;2693;1473
2148;23.10.2019;39;66;27;59;4743;4531
2149;21.04.2019;82;84;2;97;3296;2307
2150;26.12.2019;35;75;40;46;2519;2605
2151;25.09.2019;89;126;37;70;1587;927
2152;08.06.2019;32;38;6;84;2542;2992
2153;07.09.2019;77;91;14;84;2872;3760
2154;22.07.2019;75;101;26;74;2399;2787
2155;22.01.2020;2;19;17;10;4321;4787
2156;09.10.2019;80;113;33;70;4886;740
2157;14.02.2020;25;47;22;53;3959;3457
2158;03.03.2020;32;44;12;72;3081;2816
2159;04.05.2019;59;95;36;62;4445;1170
2160;04.10.2019;97;116;19;83;345;2356
2161;04.11.2019;5;24;19;20;2581;1080
2162;23.08.2019;1;33;32;3;216;1081
2163;02.05.2019;35;63;28;55;2104;2665
2164;28.08.2019;7;8;1;87;1884;4753
2165;02.09.2019;98;132;34;74;1185;4026
2166;18.12.2019;78;113;35;69;1275;4949
2167;07.03.2020;21;28;7;75;8;680
2168;13.08.2019;44;77;33;57;4523;1616
2169;22.08.2019;5;40;35;12;3875;2278
2170;03.12.2019;20;57;37;35;1563;552
2171;02.12.2019;19;39;20;48;3637;2378
2172;20.04.2019;64;78;14;82;1504;2271
2173;11.10.2019;12;44;32;27;4497;1381
2174;21.03.2020;68;98;30;69;864;2820
2175;23.01.2020;70;75;5;93;4436;802
2176;06.07.2019;80;114;34;70;615;3741
2177;04.08.2019;12;35;23;34;3027;1057
2178;17.04.2019;35;51;16;68;2967;294
2179;25.08.2019;86;119;33;72;3606;1759
2180;03.02.2020;78;102;24;76;125;4948
2181;06.01.2020;51;79;28;64;1830;4448
2182;21.04.2019;52;61;9;85;3704;3231
2183;01.04.2019;96;98;2;97;1004;2460
2184;16.06.2019;98;100;2;98;3764;860
2185;21.08.2019;21;53;32;39;709;3940
2186;05.07.2019;14;28;14;50;1662;1188
2187;28.05.2019;81;114;33;71;200;3283
2188;24.08.2019;46;62;16;74;2075;1411
2189;18.07.2019;60;99;39;60;4535;2594
2190;01.09.2019;4;34;30;11;2449;3114
2191;11.12.2019;13;26;13;50;1293;3276
2192;20.02.2020;38;66;28;57;387;3675
2193;20.12.2019;79;119;40;66;4308;3192
2194;15.03.2020;71;95;24;74;1700;2607
2195;31.12.2019;30;31;1;96;2340;4260
2196;21.04.2019;27;59;32;45;4221;431
2197;29.11.2019;86;99;13;86;2665;666
2198;19.09.2019;40;47;7;85;4958;142
2199;28.08.2019;78;81;3;96;4061;590
2200;31.12.2019;76;86;10;88;3763;1973
2201;10.07.2019;69;93;24;74;4095;39
2202;14.12.2019;79;102;23;77;3239;4207
2203;10.07.2019;23;24;1;95;1158;2825
2204;01.01.2020;45;76;31;59;774;3725
2205;24.12.2019;20;59;39;33;779;2282
2206;13.02.2020;98;117;19;83;3232;45
2207;29.07.2019;86;106;20;81;2032;3401
2208;25.12.2019;43;72;29;59;2046;4383
2209;25.01.2020;1;31;30;3;3348;4336
2210;11.11.2019;92;109;17;84;4817;3516
2211;31.08.2019;17;48;31;35;598;1346
2212;28.06.2019;49;77;28;63;3131;4772
2213;09.10.2019;4;9;5;44;759;3109
2214;03.08.2019;22;55;33;40;2945;2566
2215;09.09.2019;73;112;39;65;4356;3785
2216;08.01.2020;86;125;39;68;1861;1974
2217;13.11.2019;88;122;34;72;245;4154
2218;12.05.2019;36;67;31;53;3906;4120
2219;27.08.2019;32;68;36;47;1692;2027
2220;24.08.2019;19;26;7;73;444;1456
2221;27.09.2019;63;102;39;61;689;4187
2222;02.08.2019;82;84;2;97;3418;1892
2223;23.09.2019;46;77;31;59;139;4368
2224;03.03.2020;31;34;3;91;4501;2403
2225;31.01.2020;45;68;23;66;3452;4565
2226;17.12.2019;91;103;12;88;4505;257
2227;07.09.2019;100;122;22;81;1098;3633
2228;15.08.2019;93;131;38;70;4021;3404
2229;24.06.2019;52;87;35;59;622;3455
2230;08.11.2019;39;54;15;72;1008;1489
2231;06.08.2019;86;90;4;95;1191;107
2232;27.04.2019;51;70;19;72;4115;4323
2233;01.09.2019;28;31;3;90;1513;4867
2234;26.09.2019;65;96;31;67;2403;95
2235;23.12.2019;74;75;1;98;4489;2254
2236;28.09.2019;93;107;14;86;3862;1107
2237;20.06.2019;61;88;27;69;1864;894
2238;17.10.2019;57;93;36;61;4849;339
2239;22.04.2019;8;9;1;88;4191;3760
2240;07.02.2020;69;107;38;64;1193;3344
2241;11.03.2020;18;51;33;35;2535;3895
2242;11.08.2019;11;23;12;47;1577;1008
2243;23.08.2019;43;76;33;56;1643;2395
2244;19.04.2019;70;85;15;82;3227;540
2245;15.12.2019;29;63;34;46;1023;3893
2246;26.08.2019;4;9;5;44;3549;2989
2247;06.04.2019;39;41;2;95;4047;736
2248;22.06.2019;57;63;6;90;2829;4899
2249;26.07.2019;97;111;14;87;1310;4004
2250;15.10.2019;68;94;26;72;2242;3554
2251;21.04.2019;71;78;7;91;4;1281
2252;21.12.2019;18;46;28;39;434;3246
2253;02.12.2019;12;29;17;41;61;3704
2254;11.11.2019;100;102;2;98;958;3717
2255;29.10.2019;6;7;1;85;2397;3287
2256;11.04.2019;76;112;36;67;4613;2650
2257;15.04.2019;35;70;35;50;2914;1020
2258;02.04.2019;84;116;32;72;3288;2522
2259;19.01.2020;96;121;25;79;66;660
2260;21.04.2019;31;38;7;81;4886;4548
2261;22.12.2019;79;107;28;73;1376;4483
2262;25.10.2019;63;68;5;92;200;4659
2263;12.04.2019;99;123;24;80;4467;2696
2264;04.12.2019;31;66;35;46;1402;3439
2265;02.05.2019;73;90;17;81;3789;1859
2266;26.07.2019;37;50;13;74;4043;199
2267;09.08.2019;77;82;5;93;4071;1420
2268;21.05.2019;15;53;38;28;4992;3682
2269;12.02.2020;78;79;1;98;695;2952
2270;16.06.2019;6;36;30;16;3952;422
2271;20.10.2019;22;30;8;73;1163;3838
2272;14.09.2019;80;97;17;82;382;1442
2273;15.03.2020;80;81;1;98;3083;1776
2274;13.10.2019;42;50;8;84;2027;4287
2275;04.07.2019;11;21;10;52;3257;474
2276;29.02.2020;98;118;20;83;2512;3310
2277;27.08.2019;75;92;17;81;976;1856
2278;14.08.2019;62;65;3;95;815;1246
2279;07.06.2019;66;85;19;77;3594;3979
2280;26.12.2019;83;111;28;74;4581;4891
2281;29.05.2019;66;98;32;67;3146;1470
2282;16.02.2020;72;84;12;85;1902;2023
2283;13.01.2020;89;100;11;89;3910;2638
2284;24.01.2020;53;82;29;64;4937;573
2285;10.11.2019;26;58;32;44;2210;3594
2286;24.12.2019;44;61;17;72;4379;2536
2287;03.04.2019;78;81;3;96;236;3733
2288;24.05.2019;10;23;13;43;4836;1429
2289;06.08.2019;5;11;6;45;760;3035
2290;17.08.2019;67;78;11;85;2057;2649
2291;26.09.2019;36;58;22;62;2457;1404
2292;29.01.2020;62;67;5;92;1478;3963
2293;21.11.2019;87;119;32;73;959;2702
2294;08.02.2020;87;120;33;72;688;1299
2295;11.05.2019;56;73;17;76;4408;1615
2296;21.02.2020;83;95;12;87;2314;3434
2297;31.07.2019;71;99;28;71;341;2482
2298;17.06.2019;5;18;13;27;2543;1326
2299;14.01.2020;40;51;11;78;2669;3694
2300;01.10.2019;47;71;24;66;3862;2372
2301;18.05.2019;72;104;32;69;2850;391
2302;15.10.2019;62;86;24;72;1384;2416
2303;21.09.2019;11;15;4;73;1048;4920
2304;10.04.2019;83;89;6;93;4257;804
2305;30.12.2019;52;56;4;92;871;4101
2306;09.07.2019;62;83;21;74;445;41
2307;04.10.2019;4;15;11;26;3700;2625
2308;18.07.2019;1;25;24;4;4000;277
2309;01.02.2020;74;97;23;76;1882;4932
2310;04.04.2019;93;120;27;77;529;2992
2311;12.04.2019;6;31;25;19;4250;2792
2312;22.01.2020;2;40;38;5;796;1752
2313;09.06.2019;73;82;9;89;356;2769
2314;08.11.2019;57;93;36;61;1384;930
2315;22.10.2019;31;59;28;52;4407;2617
2316;15.01.2020;93;130;37;71;1368;2786
2317;16.05.2019;34;48;14;70;4546;3501
2318;06.04.2019;70;74;4;94;332;2931
2319;17.10.2019;52;91;39;57;4855;4701
2320;29.11.2019;81;89;8;91;1099;4959
2321;06.07.2019;97;102;5;95;2902;2974
2322;21.10.2019;78;106;28;73;353;1467
2323;20.01.2020;37;52;15;71;734;719
2324;26.09.2019;59;93;34;63;4824;124
2325;02.09.2019;9;14;5;64;4435;4844
2326;23.09.2019;19;34;15;55;4278;3275
2327;20.03.2020;17;32;15;53;3610;4346
2328;01.03.2020;55;56;1;98;4127;2967
2329;12.06.2019;19;55;36;34;3281;3906
2330;27.05.2019;11;12;1;91;2836;1722
2331;22.05.2019;95;101;6;94;3537;1600
2332;26.03.2020;62;95;33;65;1497;1087
2333;15.04.2019;76;92;16;82;1233;307
2334;25.01.2020;32;63;31;50;3835;643
2335;05.12.2019;97;127;30;76;2020;4697
2336;07.02.2020;60;91;31;65;4407;2252
2337;12.09.2019;12;33;21;36;1150;1802
2338;23.01.2020;36;58;22;62;1619;851
2339;29.03.2019;27;31;4;87;4882;2742
2340;13.05.2019;17;42;25;40;932;4420
2341;26.10.2019;100;122;22;81;3602;4569
2342;23.02.2020;65;73;8;89;1607;2261
2343;08.04.2019;52;86;34;60;2040;2524
2344;25.10.2019;46;64;18;71;1011;4210
2345;05.09.2019;5;20;15;25;1986;4942
2346;09.04.2019;66;74;8;89;1385;1818
2347;10.01.2020;18;23;5;78;482;2249
2348;02.12.2019;55;67;12;82;830;4441
2349;06.06.2019;90;101;11;89;57;2584
2350;12.08.2019;73;87;14;83;303;13
2351;22.07.2019;16;50;34;32;4157;4725
2352;21.08.2019;7;14;7;50;1903;498
2353;20.06.2019;41;60;19;68;4206;4344
2354;01.07.2019;1;10;9;10;2296;4066
2355;12.03.2020;43;52;9;82;3262;3555
2356;19.11.2019;37;40;3;92;2576;370
2357;13.08.2019;61;65;4;93;1053;989
2358;11.01.2020;38;41;3;92;4198;3562
2359;23.08.2019;53;61;8;86;3874;3630
2360;28.05.2019;11;21;10;52;3804;4862
2361;29.07.2019;100;130;30;76;3838;1922
2362;13.10.2019;12;47;35;25;848;808
2363;10.01.2020;38;78;40;48;4039;3377
2364;25.05.2019;22;56;34;39;2604;854
2365;21.03.2020;94;112;18;83;3948;351
2366;07.03.2020;5;21;16;23;1258;2888
2367;06.08.2019;12;37;25;32;2384;692
2368;29.03.2019;69;81;12;85;3156;2347
2369;05.08.2019;57;94;37;60;1989;400
2370;11.06.2019;11;51;40;21;2846;1238
2371;19.01.2020;12;42;30;28;4573;3565
2372;09.04.2019;50;75;25;66;3146;3931
2373;20.09.2019;8;9;1;88;4541;2409
2374;29.02.2020;85;109;24;77;2761;118
2375;09.09.2019;61;70;9;87;553;928
2376;02.10.2019;30;65;35;46;828;3465
2377;28.01.2020;40;64;24;62;4768;3918
2378;26.05.2019;38;43;5;88;3452;1660
2379;07.03.2020;41;58;17;70;3834;3547
2380;12.03.2020;97;137;40;70;4335;310
2381;16.10.2019;89;101;12;88;2231;1193
2382;09.09.2019;37;73;36;50;3227;2109
2383;03.10.2019;18;26;8;69;2315;4222
2384;04.05.2019;35;45;10;77;4537;1659
2385;18.08.2019;14;34;20;41;4945;2795
2386;04.06.2019;20;47;27;42;4010;2690
2387;14.07.2019;38;73;35;52;1901;2249
2388;23.08.2019;24;60;36;40;3847;3063
2389;27.02.2020;13;51;38;25;3847;1427
2390;24.06.2019;46;70;24;65;687;859
2391;02.07.2019;52;56;4;92;2276;4840
2392;06.06.2019;26;54;28;48;3051;4702
2393;27.12.2019;98;112;14;87;3678;2942
2394;06.04.2019;61;81;20;75;260;3069
2395;23.08.2019;84;111;27;75;4068;4800
2396;18.03.2020;8;40;32;20;747;1735
2397;16.04.2019;93;132;39;70;2270;2463
2398;21.10.2019;55;56;1;98;2777;1999
2399;06.05.2019;55;69;14;79;668;3807
2400;16.11.2019;45;63;18;71;3042;4198
2401;24.12.2019;74;90;16;82;4777;3051
2402;14.08.2019;66;72;6;91;727;3979
2403;07.09.2019;76;99;23;76;1643;3298
2404;29.10.2019;46;54;8;85;3447;1921
2405;28.02.2020;64;86;22;74;914;4181
2406;20.07.2019;83;101;18;82;3377;1723
2407;29.12.2019;73;79;6;92;2153;707
2408;06.10.2019;44;79;35;55;2448;3947
2409;07.08.2019;37;56;19;66;299;462
2410;29.12.2019;92;121;29;76;1842;4840
2411;31.08.2019;49;78;29;62;2570;4383
2412;20.07.2019;19;30;11;63;2712;2080
2413;23.01.2020;92;103;11;89;1758;2559
2414;22.06.2019;74;87;13;85;4251;2747
2415;24.08.2019;12;45;33;26;2988;2949
2416;06.06.2019;52;71;19;73;2871;2040
2417;09.03.2020;5;7;2;71;4984;4091
2418;04.01.2020;6;45;39;13;288;1272
2419;01.02.2020;60;86;26;69;598;3062
2420;07.06.2019;36;38;2;94;4300;4392
2421;03.06.2019;9;24;15;37;1035;1295
2422;08.04.2019;84;96;12;87;3417;3482
2423;13.10.2019;47;57;10;82;1484;4436
2424;01.10.2019;47;77;30;61;3372;3945
2425;15.09.2019;28;32;4;87;1491;974
2426;22.12.2019;89;95;6;93;2742;435
2427;16.05.2019;1;13;12;7;2197;1899
2428;28.12.2019;23;37;14;62;3854;1269
2429;16.06.2019;10;33;23;30;799;1342
2430;12.03.2020;35;47;12;74;510;4097
2431;17.10.2019;41;78;37;52;3867;3101
2432;14.03.2020;43;58;15;74;4813;1302
2433;25.02.2020;94;121;27;77;2596;3180
2434;26.03.2020;69;94;25;73;1302;1374
2435;23.09.2019;23;60;37;38;4951;2145
2436;11.03.2020;86;115;29;74;2881;3167
2437;21.05.2019;76;80;4;95;54;2831
2438;09.03.2020;5;29;24;17;1415;28
2439;19.08.2019;56;72;16;77;2300;3723
2440;22.01.2020;41;68;27;60;744;563
2441;09.08.2019;50;81;31;61;2007;3805
2442;06.11.2019;99;134;35;73;950;3046
2443;01.03.2020;81;120;39;67;2107;4872
2444;30.04.2019;79;98;19;80;3188;4555
2445;28.05.2019;59;92;33;64;1643;2567
2446;23.10.2019;31;53;22;58;559;4070
2447;03.03.2020;89;98;9;90;4943;1249
2448;27.04.2019;100;119;19;84;679;3946
2449;07.10.2019;6;31;25;19;236;2449
2450;07.11.2019;86;109;23;78;3162;3561
2451;05.04.2019;16;56;40;28;2836;1534
2452;27.02.2020;16;38;22;42;572;765
2453;30.06.2019;56;71;15;78;103;3631
2454;06.04.2019;77;94;17;81;4073;660
2455;05.04.2019;47;67;20;70;4153;155
2456;28.05.2019;49;51;2;96;3454;3857
2457;03.01.2020;97;104;7;93;3258;2731
2458;08.08.2019;21;42;21;50;2978;3387
2459;20.06.2019;96;97;1;98;1508;1789
2460;01.11.2019;77;107;30;71;1838;174
2461;08.07.2019;48;56;8;85;775;602
2462;18.11.2019;65;101;36;64;2460;2663
2463;11.07.2019;77;95;18;81;1643;1513
2464;19.05.2019;6;42;36;14;1491;2134
2465;27.05.2019;93;130;37;71;4877;203
2466;13.06.2019;93;111;18;83;4779;2903
2467;23.10.2019;42;45;3;93;2237;4563
