id;square_feet;address;city;province;telephone;postal_code;longitude;latitude;sales_outlet_type_id;manager_staff_id
1475;2808;03673 Dawn Parkway;Nashville;TN;615-800-2530;37210;-86,741;36,1379;2;4118
1476;1381;39573 Shoshone Point;Sioux Falls;SD;605-110-7485;57110;-96,6332;43,5486;2;1116
1477;2995;086 Macpherson Hill;Erie;PA;814-707-5640;16550;-80,0649;42,1827;1;3868
1478;2072;1 Gulseth Lane;Cape Coral;FL;239-586-7683;33915;-81,8934;26,6599;2;1830
1479;2556;28 Dottie Point;Houston;TX;713-995-4737;77266;-95,4342;29,834;2;2792
1480;3818;563 Caliangt Court;Scranton;PA;570-252-6908;18505;-75,6657;41,3914;1;3571
1481;3001;2796 4th Plaza;Fort Worth;TX;817-346-0600;76129;-97,2915;32,7714;1;179
1482;2114;9 Doe Crossing Point;Winston Salem;NC;336-154-6543;27116;-80,2073;36,0275;2;383
1483;1796;86026 Harper Circle;Pasadena;CA;626-656-1817;91199;-118,1436;34,1478;1;3776
1484;2159;07635 Tony Plaza;Washington;DC;202-401-2423;20508;-77,0146;38,8933;1;401
1485;3194;7 Towne Terrace;Brooklyn;NY;718-790-1619;11220;-74,0133;40,6412;2;2837
1486;2579;9263 Porter Point;Tulsa;OK;918-785-1777;74193;-96,0297;36,1398;2;1497
1487;2700;1 Utah Lane;Alpharetta;GA;678-588-9999;30022;-84,2422;34,0268;1;1057
1488;3366;8 Straubel Street;Waterbury;CT;203-192-6813;06721;-72,9275;41,3657;1;329
1489;3366;970 Veith Street;Amarillo;TX;806-782-3440;79171;-101,8951;35,4015;1;3645
1490;3312;6091 Stoughton Road;Shreveport;LA;318-269-1195;71105;-93,7143;32,4589;1;1000
1491;3771;8783 Caliangt Avenue;Albany;GA;229-797-2007;31704;-84,0612;31,55;2;3517
1492;2745;1 Donald Way;Boston;MA;978-461-0359;02119;-71,0846;42,3231;1;59
1493;3696;272 Riverside Lane;Olympia;WA;360-922-3419;98506;-122,87;47,1042;2;4107
1494;2560;78 Goodland Point;Orlando;FL;407-970-9777;32808;-81,4396;28,5803;2;3264
1495;3234;85 Schurz Lane;Rochester;NY;585-455-3349;14604;-77,608;43,1577;1;1193
1496;3448;7725 Kedzie Parkway;Gadsden;AL;256-380-6261;35905;-85,9576;33,9352;1;3684
1497;1654;134 Westridge Drive;Tyler;TX;903-495-4419;75710;-95,3065;32,3475;2;2397
1498;3843;4 Lakewood Junction;Atlanta;GA;404-959-7895;30336;-84,5545;33,7406;1;4675
1499;2316;6780 Forest Trail;Sarasota;FL;941-646-9343;34233;-82,477;27,2866;2;3292
1500;1277;27 Surrey Hill;Irving;TX;817-590-8647;75062;-96,974;32,8479;1;3376
1501;1406;72 Warner Drive;Jamaica;NY;718-284-8656;11447;-73,8061;40,6914;1;1396
1502;2081;03859 Spenser Street;Shreveport;LA;318-815-2536;71137;-93,7526;32,6076;1;2839
1503;1805;9864 Dovetail Drive;Paterson;NJ;862-425-5213;07505;-74,174;40,9166;1;2961
1504;1372;8 Troy Terrace;Minneapolis;MN;763-740-3214;55448;-93,3021;45,1907;1;712
1505;2150;0127 Onsgard Crossing;Chicago;IL;312-374-1924;60697;-87,6873;41,8119;2;3574
1506;2528;3 Banding Court;Kansas City;MO;816-259-6673;64179;-94,3567;39,035;2;1068
1507;3257;17665 Oak Crossing;Chicago;IL;312-822-9799;60691;-87,6873;41,8119;1;3529
1508;3290;0 Anzinger Way;Dallas;TX;214-865-9330;75260;-96,7776;32,7673;1;1066
1509;1269;13 Amoth Way;Visalia;CA;209-737-5838;93291;-119,301;36,3551;2;1687
1510;1369;5 Maple Drive;Detroit;MI;810-293-3966;48206;-83,1087;42,3749;1;4046
1511;1582;5 Ridgeview Road;Long Beach;CA;562-289-7266;90847;-118,2987;33,7866;2;3302
1512;1935;645 Service Hill;Oklahoma City;OK;405-166-1592;73119;-97,5616;35,421;2;807
1513;1282;94 Northfield Alley;Charlotte;NC;704-525-8192;28247;-80,8511;35,0656;2;425
1514;3644;44 Dakota Terrace;Galveston;TX;281-293-1652;77554;-94,9637;29,2243;1;4213
1515;1539;85 2nd Alley;Mansfield;OH;419-816-6545;44905;-82,4613;40,7779;2;4508
1516;3042;52910 Corscot Avenue;Kansas City;MO;816-373-9772;64136;-94,4008;39,0187;1;4383
1517;1839;6339 Charing Cross Plaza;New York City;NY;212-526-1032;10039;-73,9383;40,8265;1;925
1518;3254;9286 Drewry Road;Pasadena;CA;626-836-9977;91186;-118,2987;33,7866;1;1276
1519;2758;025 Huxley Trail;Houston;TX;713-907-4668;77228;-95,4342;29,834;2;753
1520;3325;46 Derek Court;El Paso;TX;915-695-6181;88558;-106,3;31,6948;2;1238
1521;3288;94 American Ash Parkway;Stockton;CA;209-933-3577;95205;-121,2624;37,9625;1;4206
1522;2293;9416 Muir Alley;Memphis;TN;901-403-3226;38168;-89,9715;35,2017;2;4794
1523;3939;43869 Granby Way;Fresno;CA;559-533-1097;93762;-119,6397;36,7464;1;629
1524;2400;774 Mariners Cove Alley;Oklahoma City;OK;405-644-3860;73135;-97,4388;35,411;2;1811
1525;3182;75670 Dixon Crossing;Bismarck;ND;701-390-1741;58505;-100,7805;46,8165;1;3646
1526;1963;75111 Schiller Way;Sacramento;CA;916-596-6710;94237;-121,4444;38,3774;1;3810
1527;2215;32 Killdeer Way;Indianapolis;IN;317-498-9906;46231;-86,3029;39,7038;2;2759
1528;3080;5 Cody Court;Pocatello;ID;208-350-7588;83206;-112,3138;42,6395;2;446
1529;1563;6 Tennessee Crossing;Midland;MI;989-784-0909;48670;-84,2568;43,6375;1;1718
1530;1827;258 Luster Street;Memphis;TN;901-516-7465;38126;-90,0424;35,1255;2;1669
1531;1954;8 Elka Parkway;Sacramento;CA;916-671-0122;94286;-121,4444;38,3774;2;3243
1532;1951;98 Everett Plaza;Van Nuys;CA;323-227-9783;91406;-118,4868;34,2006;1;3688
1533;3171;68 Browning Parkway;Sandy;UT;801-127-9097;84093;-111,831;40,5927;1;1844
1534;1858;9509 Green Road;Pasadena;CA;626-888-1672;91131;-118,2987;33,7866;2;1373
1535;3835;1 Oriole Drive;Washington;DC;202-328-2508;20557;-77,0047;38,8874;1;3512
1536;1642;885 Kim Junction;Shawnee Mission;KS;913-171-8666;66286;-94,832;38,8999;1;1384
1537;2633;405 Claremont Crossing;Phoenix;AZ;602-361-6146;85010;-112,1872;33,2765;2;1608
1538;3758;0733 Crownhardt Hill;Orlando;FL;407-986-7030;32830;-81,569;28,3822;2;1621
1539;1330;56 Tennyson Terrace;Houston;TX;832-400-2139;77201;-95,4342;29,834;2;1009
1540;3172;9469 Browning Park;Atlanta;GA;678-258-5634;30316;-84,3339;33,7217;2;2629
1541;1692;2 Twin Pines Avenue;Atlanta;GA;404-609-6903;31165;-84,4226;33,7629;1;3021
1542;3535;777 Carberry Terrace;Montgomery;AL;334-862-6726;36114;-86,2539;32,404;2;2579
1543;2107;11 American Ash Place;Spartanburg;SC;864-506-4666;29305;-82,1055;35,1114;2;4865
1544;3167;95972 Straubel Crossing;El Paso;TX;915-159-5186;88579;-106,3;31,6948;2;1119
1545;3182;9913 Columbus Hill;New York City;NY;212-860-7739;10115;-73,9642;40,8111;1;325
1546;1340;1767 Farragut Road;Huntington;WV;304-161-3320;25726;-82,2774;38,4134;2;3686
1547;2355;6578 Waubesa Junction;Bakersfield;CA;661-231-3061;93311;-119,1056;35,3039;1;854
1548;3315;7105 Harbort Trail;San Francisco;CA;415-637-4893;94169;-122,7278;37,7848;2;4974
1549;3090;43002 Schiller Terrace;Des Moines;IA;515-734-3753;50362;-93,5722;41,6727;2;1071
1550;3115;25 Bartelt Pass;Rochester;NY;585-183-3522;14609;-77,5637;43,174;2;4361
1551;1757;7051 Moland Street;San Francisco;CA;415-303-9427;94137;-122,7278;37,7848;2;463
1552;1389;11805 Spenser Terrace;Huntsville;AL;256-647-2161;35810;-86,6091;34,7784;1;1865
1553;2030;89 Trailsway Parkway;Peoria;IL;309-358-9154;61614;-89,6026;40,7681;1;3748
1554;3519;0917 Carpenter Road;Philadelphia;PA;215-582-6436;19160;-75,1179;40,0018;2;3606
1555;1265;0 Judy Point;Kansas City;MO;816-797-3973;64187;-94,3567;39,035;1;3143
1556;3438;5236 7th Parkway;Baltimore;MD;443-673-6193;21229;-76,6899;39,2856;1;1560
1557;3694;09011 Eagan Alley;Detroit;MI;734-489-1051;48258;-83,1508;42,2399;1;2717
1558;1429;50664 Lunder Point;El Paso;TX;915-879-1023;88546;-106,3;31,6948;1;728
1559;2312;54 Beilfuss Crossing;San Antonio;TX;210-405-2472;78278;-98,4616;29,4375;2;4813
1560;1604;8 Moulton Junction;North Port;FL;941-147-5730;34290;-82,2491;27,0459;2;3579
1561;2363;91 Dorton Terrace;Lake Worth;FL;561-935-0919;33467;-80,1683;26,6104;1;845
1562;2344;5326 Superior Point;Cincinnati;OH;513-874-5453;45203;-84,5257;39,1075;2;3957
1563;3027;0 Loomis Street;Minneapolis;MN;952-179-0694;55446;-93,4865;45,04;1;1418
1564;2176;8 Stang Road;Des Moines;IA;515-992-4216;50347;-93,5722;41,6727;1;2031
1565;2223;80 Memorial Point;Louisville;KY;502-821-4537;40293;-85,6768;38,189;2;2930
1566;1240;57417 Steensland Terrace;Charlotte;NC;704-511-7983;28278;-80,9568;35,2072;2;502
1567;3432;06681 Dixon Street;San Jose;CA;714-413-7182;95128;-121,9356;37,3163;1;4369
1568;2429;708 Lunder Parkway;Zephyrhills;FL;813-850-3440;33543;-82,3063;28,2059;1;2543
1569;2392;844 Moland Crossing;Flushing;NY;917-255-3825;11388;-73,8708;40,6514;2;3261
1570;3693;8412 Forest Run Plaza;Shawnee Mission;KS;913-785-9718;66276;-94,832;38,8999;1;3873
1571;2563;079 Division Circle;Boulder;CO;303-179-2813;80328;-105,3735;40,0878;1;4456
1572;2085;2 Main Junction;Garden Grove;CA;714-697-0241;92645;-118,0256;33,783;2;4004
1573;2194;0 Basil Place;Phoenix;AZ;480-459-7946;85005;-112,1872;33,2765;1;3289
1574;3729;4280 Manley Hill;Las Vegas;NV;702-980-9243;89125;-115,2655;36,2235;1;2867
1575;3435;87265 Wayridge Place;Hartford;CT;860-157-4949;06152;-72,7188;41,7918;1;2652
1576;3848;804 Green Parkway;Atlanta;GA;404-139-2638;31106;-84,474;33,8444;2;2520
1577;3443;1717 Spaight Lane;Nashville;TN;615-723-1911;37210;-86,741;36,1379;1;580
1578;3586;8 Hooker Terrace;Miami;FL;786-638-6488;33147;-80,2366;25,8507;1;485
1579;3464;1 Maple Wood Crossing;Scottsdale;AZ;602-844-2376;85255;-111,8892;33,6968;2;4743
1580;3638;87638 Homewood Court;Vero Beach;FL;772-456-3270;32964;-80,5726;27,709;1;1533
1581;3277;61 Schlimgen Parkway;El Paso;TX;915-965-0333;79984;-106,3;31,6948;1;4945
1582;3767;0 Hoepker Hill;San Antonio;TX;210-825-7774;78265;-98,4616;29,4375;2;3262
1583;1919;97678 Springs Place;Phoenix;AZ;480-204-3923;85040;-112,0265;33,4061;1;119
1584;2772;0 Swallow Center;Champaign;IL;217-366-8982;61825;-88,1961;40,1399;2;2184
1585;1397;3381 Toban Center;San Diego;CA;619-673-9581;92121;-117,2035;32,8919;2;2670
1586;3657;47832 Clemons Street;Temple;TX;254-749-0668;76505;-97,492;31,0363;2;3496
1587;2479;786 Grayhawk Park;Houston;TX;713-923-8360;77035;-95,4854;29,6518;2;1894
1588;3169;0871 Bonner Park;Greenville;SC;864-572-1722;29615;-82,3198;34,8661;1;4913
1589;1404;64 Thompson Hill;Evansville;IN;812-418-8653;47719;-87,575;37,9971;2;982
1590;2707;0920 Rigney Way;Washington;DC;202-621-3675;20530;-77,027;38,8976;1;498
1591;2847;26778 Del Sol Street;San Jose;CA;408-171-9882;95118;-121,8896;37,2568;1;1062
1592;3193;7587 Nova Center;San Antonio;TX;210-997-2439;78210;-98,4658;29,3977;2;3340
1593;2358;97808 Crescent Oaks Road;Denver;CO;303-235-1781;80279;-104,4083;39,7388;1;1699
1594;3731;4 Coleman Street;Tallahassee;FL;850-150-4516;32314;-84,3462;30,4793;2;1919
1595;1341;30 Pepper Wood Drive;North Las Vegas;NV;702-897-9373;89036;-114,9721;35,9279;2;635
1596;2294;8 Warner Plaza;Peoria;IL;309-450-5777;61614;-89,6026;40,7681;2;3450
1597;2421;161 Nobel Point;Little Rock;AR;501-498-8330;72204;-92,344;34,7269;1;1586
1598;2849;53759 Michigan Terrace;Fort Smith;AR;479-413-6434;72916;-94,3703;35,2502;2;3122
1599;3330;71259 Golden Leaf Center;Modesto;CA;209-205-2430;95354;-120,9749;37,6409;2;1647
1600;2370;992 Jackson Circle;Pueblo;CO;719-300-0498;81015;-104,5523;38,1286;2;4505
1601;1311;517 Delaware Road;San Diego;CA;619-652-6529;92165;-116,846;33,0169;2;1430
1602;3574;3 Warbler Lane;Atlanta;GA;404-488-2778;30306;-84,3514;33,786;1;3903
1603;1823;4369 Sloan Drive;Lincoln;NE;402-487-7272;68583;-96,6888;40,7845;1;2902
1604;2515;34 Knutson Road;Memphis;TN;901-606-7234;38143;-89,9715;35,2017;2;105
1605;2108;91929 Harper Street;Worcester;MA;774-597-3957;01610;-71,8108;42,2492;1;4769
1606;2827;647 Susan Trail;Chicago;IL;773-612-6638;60624;-87,7223;41,8804;2;4152
1607;2888;354 Monica Crossing;Houston;TX;832-527-8897;77266;-95,4342;29,834;2;1331
1608;2872;51 Columbus Circle;Akron;OH;330-185-7229;44310;-81,5006;41,1075;1;2911
1609;3581;3 Mayer Park;Savannah;GA;912-323-6270;31422;-81,0716;31,9714;2;3539
1610;2089;7 Lukken Hill;Milwaukee;WI;414-177-0855;53285;-87,5697;43,0174;2;4426
1611;3485;092 Maywood Park;Boston;MA;617-414-5658;02216;-70,9196;42,3389;1;3918
1612;3335;1 Warrior Hill;Dallas;TX;214-258-8468;75342;-96,7776;32,7673;2;3654
1613;3944;2 Pawling Way;Torrance;CA;818-793-0530;90510;-118,2987;33,7866;2;1927
1614;1894;77 Rockefeller Place;Birmingham;AL;205-720-7193;35263;-86,8094;33,5225;1;4568
1615;3982;5 Meadow Vale Way;Los Angeles;CA;323-126-6565;90076;-118,2987;33,7866;1;1114
1616;1605;73993 Montana Way;Erie;PA;814-725-4420;16510;-79,9535;42,1087;1;3411
1617;3445;5075 North Road;Minneapolis;MN;612-681-6014;55423;-93,2553;44,8756;1;1196
1618;2077;23 Green Ridge Place;Detroit;MI;734-382-8764;48206;-83,1087;42,3749;1;2542
1619;2560;4 Myrtle Plaza;Chattanooga;TN;423-583-4115;37410;-85,3138;35,0018;2;635
1620;1275;686 Myrtle Center;Richmond;VA;804-795-3121;23220;-77,4588;37,5498;1;1264
1621;1429;0662 Park Meadow Lane;Newark;DE;302-954-8661;19725;-75,597;39,5645;1;963
1622;1285;8 Dwight Parkway;Miami;FL;305-210-4678;33196;-80,441;25,6615;2;3969
1623;3903;7856 Green Terrace;Philadelphia;PA;215-325-3508;19120;-75,1213;40,0343;1;2950
1624;2528;424 Bluestem Plaza;Norfolk;VA;757-939-1104;23514;-76,2397;36,9312;2;2261
1625;3572;1496 Eliot Court;Spring;TX;409-496-4818;77388;-95,4695;30,0505;1;3532
1626;1465;477 Bellgrove Road;Oklahoma City;OK;405-862-2491;73179;-97,6547;35,4242;1;1835
1627;2095;64108 Truax Hill;Erie;PA;814-734-2734;16534;-80,0649;42,1827;1;4339
1628;2807;51 3rd Point;Honolulu;HI;808-419-5234;96840;-157,8607;21,3068;1;2404
1629;1764;47415 Becker Trail;Dallas;TX;214-756-7307;75392;-96,7776;32,7673;1;4736
1630;1567;67033 Randy Plaza;Corpus Christi;TX;361-105-7145;78405;-97,4271;27,7762;1;2775
1631;1362;69196 Anderson Lane;Buffalo;NY;716-468-5904;14210;-78,8206;42,8614;1;2078
1632;2001;2 Burrows Street;Macon;GA;478-648-1531;31210;-83,7455;32,8926;1;4824
1633;1739;5 Cody Parkway;Miami;FL;305-669-0453;33283;-80,4582;25,5584;2;3043
1634;3417;69116 West Pass;Cape Coral;FL;239-221-7426;33915;-81,8934;26,6599;2;1689
1635;1272;1 Magdeline Trail;Tucson;AZ;520-997-5444;85754;-111,8907;31,9701;1;1932
1636;1503;48878 Village Junction;Roanoke;VA;540-871-1581;24004;-79,9579;37,2742;1;1571
1637;1713;56 Mendota Terrace;Roanoke;VA;540-524-2852;24029;-79,9579;37,2742;1;3154
1638;3673;181 Holy Cross Terrace;Las Vegas;NV;702-732-3027;89160;-114,9721;35,9279;1;888
1639;2455;3011 Novick Park;Charlotte;NC;704-236-8189;28220;-80,8042;35,26;2;2739
1640;1711;3 Marquette Way;Columbus;GA;706-243-0145;31998;-84,8741;32,491;1;2372
1641;2796;487 Portage Crossing;Miami;FL;305-518-1741;33142;-80,232;25,813;2;2082
1642;3493;24242 Dryden Road;Buffalo;NY;716-789-3289;14210;-78,8206;42,8614;2;2332
1643;1765;008 Tennyson Avenue;Temple;TX;254-968-8235;76505;-97,492;31,0363;1;1192
1644;3204;0 Bluestem Drive;Alpharetta;GA;404-941-3759;30022;-84,2422;34,0268;2;1377
1645;1273;7 Golf Course Circle;Modesto;CA;209-430-6539;95354;-120,9749;37,6409;1;3849
1646;3416;28758 Merry Trail;Portland;OR;971-680-8942;97255;-122,3748;45,5806;1;4120
1647;2914;4 Pine View Hill;Denver;CO;303-143-9600;80241;-104,9548;39,9274;2;2758
1648;3947;69 Dovetail Lane;Fort Myers;FL;239-359-7150;33906;-81,9486;26,5529;2;151
1649;2585;8 Sunfield Circle;Wilmington;DE;302-219-1421;19892;-75,597;39,5645;2;3361
1650;2511;260 Hollow Ridge Circle;Houston;TX;713-813-2047;77281;-95,4342;29,834;2;1560
1651;1717;34 Sommers Pass;Charleston;WV;304-516-3332;25362;-81,5547;38,2968;1;3822
1652;1904;98697 Morning Avenue;Pueblo;CO;719-315-8731;81015;-104,5523;38,1286;1;4825
1653;3149;7 Browning Place;Washington;DC;202-360-1263;20078;-77,0146;38,8933;1;4298
1654;2981;55 Katie Hill;Portland;OR;503-969-9408;97232;-122,6363;45,5287;1;1188
1655;1374;92 Meadow Ridge Plaza;San Diego;CA;619-509-1921;92153;-116,846;33,0169;1;1873
1656;2125;75 Bartelt Lane;San Diego;CA;619-956-3099;92160;-116,846;33,0169;1;676
1657;3861;0486 Dahle Crossing;Florence;SC;843-488-2824;29505;-79,6893;34,1231;1;1485
1658;1525;4 Del Mar Hill;Brooklyn;NY;718-957-3038;11220;-74,0133;40,6412;2;291
1659;1375;74 New Castle Court;Las Vegas;NV;702-129-0707;89135;-115,3261;36,1378;2;1382
1660;3553;101 Mosinee Way;Riverside;CA;951-792-3792;92513;-116,0556;33,7529;2;4000
1661;2004;0139 Mccormick Hill;Huntington;WV;304-201-7765;25721;-82,2774;38,4134;1;402
1662;3466;55464 Melby Avenue;Hollywood;FL;954-528-0618;33023;-80,2153;25,9894;2;1034
1663;2836;1401 Michigan Place;Wichita;KS;316-446-7406;67215;-97,425;37,6333;2;1167
1664;3648;83 Laurel Crossing;Atlanta;GA;404-897-6212;31165;-84,4226;33,7629;2;2327
1665;3065;11348 Burning Wood Crossing;Saint Cloud;MN;320-489-3615;56372;-94,5933;45,5289;1;2086
1666;2918;20666 Butternut Circle;San Antonio;TX;210-372-7898;78278;-98,4616;29,4375;2;2951
1667;3258;5709 Stone Corner Terrace;Fort Worth;TX;682-703-9714;76192;-97,2915;32,7714;2;650
1668;1495;3 Lakeland Junction;Houston;TX;713-324-4263;77276;-95,3668;29,7575;1;3102
1669;3659;088 Thierer Alley;Sacramento;CA;916-708-2538;94273;-121,4444;38,3774;2;2794
1670;3492;5430 Superior Circle;Brooklyn;NY;718-576-5721;11236;-73,9028;40,6407;1;1668
1671;3237;10162 Knutson Parkway;Naples;FL;941-227-8620;34102;-81,7953;26,134;1;1068
1672;3116;49260 Hagan Junction;Decatur;GA;404-456-2820;30089;-84,3046;33,7749;2;3873
1673;3016;1 Lillian Junction;Houston;TX;713-548-2755;77299;-95,4342;29,834;1;1364
1674;2469;3 Main Circle;Birmingham;AL;205-287-7621;35263;-86,8094;33,5225;2;4579
1675;2887;443 Mallard Crossing;Apache Junction;AZ;480-915-3767;85219;-111,2795;33,3616;1;1237
1676;1346;04560 Cody Way;Charlotte;NC;704-671-2830;28220;-80,8042;35,26;1;456
1677;3450;09 Lillian Terrace;Carson City;NV;775-129-9014;89706;-119,7526;39,2025;1;4471
1678;3768;24 Hudson Street;Anaheim;CA;714-838-6316;92825;-117,9132;33,8356;1;465
1679;3398;977 Hallows Lane;Cambridge;MA;857-522-2665;02142;-71,083;42,362;2;2533
1680;2940;713 Basil Point;Sioux Falls;SD;605-402-7786;57188;-96,7913;43,6746;2;1526
1681;1958;84406 Grasskamp Junction;Washington;DC;202-945-4488;20599;-77,0146;38,8933;1;1015
1682;3631;3159 Crest Line Hill;Shreveport;LA;318-222-9957;71105;-93,7143;32,4589;2;4122
1683;3628;5 Rusk Trail;Las Vegas;NV;702-375-3448;89178;-115,2861;35,9977;1;4665
1684;3002;09 Carioca Terrace;Gainesville;FL;352-836-6002;32610;-82,3539;29,6813;1;3877
1685;2985;873 Doe Crossing Trail;San Antonio;TX;210-217-5730;78240;-98,6006;29,5189;2;419
1686;3918;3 Dorton Lane;Richmond;VA;804-808-7682;23228;-77,4959;37,625;2;1041
1687;2308;0 Emmet Center;Hartford;CT;860-720-6171;06145;-72,7188;41,7918;1;2407
1688;1845;0 Sunfield Circle;Kansas City;KS;816-493-1266;66112;-94,764;39,116;2;788
1689;4000;8114 Bunker Hill Lane;Tallahassee;FL;850-214-8955;32314;-84,3462;30,4793;1;2481
1690;3509;68039 Cardinal Point;Little Rock;AR;501-337-5031;72209;-92,3529;34,6725;1;3144
1691;3696;18 Dwight Lane;Phoenix;AZ;602-407-9605;85083;-112,1294;33,7352;1;3061
1692;2059;1 Fairfield Street;San Diego;CA;760-464-2372;92127;-117,0856;33,0279;1;4162
1693;1779;01 Twin Pines Junction;Elmira;NY;607-937-7037;14905;-76,8397;42,0869;2;285
1694;1859;59 Laurel Crossing;Tulsa;OK;918-268-9234;74193;-96,0297;36,1398;2;3379
1695;2051;835 Luster Lane;Johnson City;TN;423-465-5102;37605;-82,3838;36,3158;2;3033
1696;1353;2 Superior Pass;Valdosta;GA;229-984-9345;31605;-83,2474;30,946;2;144
1697;2415;5 Maple Center;Greensboro;NC;336-520-1636;27499;-80,0244;36,0807;1;2655
1698;1930;8080 Schiller Parkway;Johnson City;TN;423-523-7620;37605;-82,3838;36,3158;2;1217
1699;2840;412 Esker Hill;Baltimore;MD;410-320-8060;21211;-76,6336;39,3316;2;2785
1700;1242;9 Debs Center;Lincoln;NE;402-192-0402;68524;-96,7943;40,8529;1;2321
1701;1285;33939 Bashford Alley;Anniston;AL;256-789-6626;36205;-85,7933;33,7358;1;4007
1702;2825;2 Westridge Lane;Roanoke;VA;540-421-6735;24040;-79,9579;37,2742;2;3096
1703;2250;63047 Muir Terrace;Springfield;IL;217-531-5019;62794;-89,606;39,7495;1;4257
1704;3142;9 Pond Way;Monroe;LA;318-980-5544;71208;-92,0756;32,4968;1;3415
1705;3218;8 Goodland Drive;Palm Bay;FL;561-428-5616;32909;-80,6473;27,9694;1;2545
1706;3290;035 Ludington Pass;Naperville;IL;630-868-1441;60567;-88,0887;41,8397;2;3354
1707;1681;7883 Dakota Court;Peoria;IL;309-335-4054;61614;-89,6026;40,7681;2;1517
1708;3424;1097 Ludington Point;Vancouver;WA;360-318-3580;98687;-122,5203;45,8016;2;735
1709;1704;8 Saint Paul Hill;Hartford;CT;860-511-9164;06145;-72,7188;41,7918;1;610
1710;2194;7 Monica Road;Charlotte;NC;704-704-5290;28256;-80,8042;35,26;1;2931
1711;3473;665 Loomis Parkway;Houston;TX;713-104-8971;77276;-95,3668;29,7575;2;486
1712;3756;260 Cherokee Center;Omaha;NE;712-996-5460;68134;-96,0546;41,2949;2;998
1713;1933;78 Fallview Court;Lubbock;TX;806-185-6172;79452;-101,8213;33,61;2;2475
1714;2346;882 Graedel Center;Asheville;NC;828-852-1743;28815;-82,5286;35,6203;2;2986
1715;1378;7025 7th Lane;Kansas City;KS;913-270-3843;66160;-94,7495;39,0966;1;284
1716;3522;6 Golf View Lane;Athens;GA;706-159-3633;30605;-83,3525;33,9321;2;2471
1717;3409;20 Sommers Road;Pittsburgh;PA;412-239-9328;15286;-80,0248;40,4344;2;697
1718;1840;3 Spaight Terrace;Milwaukee;WI;414-295-1710;53285;-87,5697;43,0174;1;3219
1719;2585;99260 Menomonie Alley;Kansas City;MO;816-662-2274;64130;-94,5467;39,0351;2;3472
1720;1562;8300 Basil Avenue;Mesquite;TX;214-726-3668;75185;-96,5618;32,7403;1;4301
1721;1888;5 Farragut Alley;Duluth;GA;678-778-8836;30195;-84,1532;34,0047;1;3042
1722;2395;1290 Ryan Lane;Peoria;IL;309-520-6098;61635;-89,7184;40,7442;2;4284
1723;2929;0 Northridge Trail;Wichita;KS;316-230-5069;67260;-97,2936;37,7194;2;2851
1724;2878;1777 Corry Park;Bradenton;FL;941-461-5787;34205;-82,5834;27,4841;1;1212
1725;2886;55582 Commercial Junction;Washington;DC;202-357-3900;20442;-77,0177;38,896;2;86
1726;1204;3721 Nancy Circle;Jamaica;NY;516-977-5940;11407;-73,8059;40,6913;2;2726
1727;1583;49152 Kingsford Park;Baltimore;MD;301-111-1827;21203;-76,6205;39,2847;1;3391
1728;2167;0849 Barnett Circle;Charlotte;NC;704-929-2729;28210;-80,8577;35,1316;2;3965
1729;2691;15034 8th Crossing;Alhambra;CA;626-426-4615;91841;-118,2987;33,7866;2;3948
1730;3350;1 Steensland Street;Charleston;WV;304-822-1972;25305;-81,6123;38,3358;2;1409
1731;1950;7421 Lerdahl Circle;Atlanta;GA;404-417-7558;30336;-84,5545;33,7406;1;3584
1732;2018;5250 Hansons Drive;Carlsbad;CA;760-309-6635;92013;-116,846;33,0169;2;1456
1733;1305;01 Sommers Trail;West Hartford;CT;860-648-9985;06127;-72,7188;41,7918;2;1829
1734;2488;144 Bashford Center;Erie;PA;814-291-6090;16505;-80,1534;42,1109;2;2968
1735;1244;115 Ohio Center;Boise;ID;208-702-1031;83727;-116,244;43,4599;1;3727
1736;3520;8 Almo Point;Laredo;TX;956-790-8076;78044;-99,4819;27,3637;2;117
1737;2231;35007 6th Drive;Inglewood;CA;310-622-5727;90398;-118,2987;33,7866;1;2418
